V1,barcode_id,global_x,global_y,global_z,x,y,fov,gene,transcript_id
306479,17,6628.355,1244.3214,5,257.658,409.4949,707,HHIP,ENST00000296575
680554,38,6649.8135,1206.1925,6,456.3486,1908.4495,708,APOD,ENST00000343267
403931,22,6790.572,1242.5133,3,1759.6678,392.75317,707,NCAM1,ENST00000316851
668594,38,6682.554,1242.6321,5,759.5054,393.85294,707,APOD,ENST00000343267
407338,22,6746.3706,1239.9059,4,1350.3964,368.61075,707,NCAM1,ENST00000316851
285667,14,6507.6704,1498.398,5,992.20593,910.05414,697,IGFBP7,ENST00000295666
688917,39,6738.777,1264.4606,3,1280.0828,595.96924,707,SEMA6A,ENST00000343348
662244,40,6606.364,1252.7053,1,1906.0314,487.1244,696,NNAT,ENST00000346199
665093,38,6707.0405,1255.2273,4,986.2274,510.47525,707,APOD,ENST00000343267
81527,4,6741.0815,1468.2349,5,1301.4246,630.76654,706,CDKN1A,ENST00000244741
540808,31,6758.3096,1337.6099,2,1460.9432,1273.2765,707,CNTN2,ENST00000331830
394189,22,6775.984,1229.28,0,1624.5939,270.22275,707,NCAM1,ENST00000316851
318160,18,6517.225,1233.5455,6,1080.6726,309.7186,696,COL1A2,ENST00000297268
318264,18,6776.5547,1332.4907,1,1629.8762,1225.8772,707,COL1A2,ENST00000297268
734847,40,6598.4214,1459.2085,5,1832.4934,547.1887,697,NNAT,ENST00000346199
690079,39,6739.0034,1325.8693,3,1282.181,1164.5675,707,SEMA6A,ENST00000343348
394397,22,6600.085,1268.1671,6,1847.8978,630.2891,696,NCAM1,ENST00000316851
79706,4,6631.0244,1494.4149,4,282.3749,873.17426,706,CDKN1A,ENST00000244741
321777,18,6666.4365,1481.835,4,610.26337,756.694,706,COL1A2,ENST00000297268
662707,38,6721.4414,1326.9073,3,1119.572,1174.18,707,APOD,ENST00000343267
19959,1,6648.5444,1475.542,1,444.59607,698.4251,706,TLL1,ENST00000061240
584705,34,6712.108,1283.6302,0,1033.1509,773.4662,707,MEIS2,ENST00000340545
698084,39,6527.959,1479.5306,2,1180.064,735.3572,697,SEMA6A,ENST00000343348
665345,38,6620.8643,1265.4814,4,188.30121,605.42145,707,APOD,ENST00000343267
171203,9,6748.4595,1322.3408,5,1369.7366,1131.897,707,EGFR,ENST00000275493
340615,19,6766.96,1462.5468,3,1541.0369,578.09875,706,TRIM9,ENST00000298355
751964,40,6616.423,1436.9812,5,147.17712,341.3808,706,NNAT,ENST00000346199
532682,32,6532.926,1329.3173,4,1226.0536,1196.4932,696,PTCH1,ENST00000331920
798270,47,6505.3965,1349.2781,5,971.1518,1381.3156,696,DLL3,ENST00000356433
2455309,149,6698.3447,1338.6521,5,905.713,1282.9272,707,Blank-10,Blank-10
120469,6,6662.681,1208.7805,5,575.4941,1932.4116,708,PDGFRA,ENST00000257290
397431,22,6769.738,1245.2336,1,1566.7604,417.94165,707,NCAM1,ENST00000316851
652563,39,6564.9653,1283.1179,5,1522.7155,768.72253,696,SEMA6A,ENST00000343348
672116,38,6657.5176,1227.4509,6,527.68243,253.28674,707,APOD,ENST00000343267
342872,18,6735.9297,1314.7134,6,1253.7219,1061.2723,707,COL1A2,ENST00000297268
436728,22,6584.776,1471.3939,5,1706.1459,660.0172,697,NCAM1,ENST00000316851
317706,18,6616.7207,1488.5927,3,149.93425,819.26495,706,COL1A2,ENST00000297268
415639,22,6774.2515,1499.04,6,1608.5533,916,706,NCAM1,ENST00000316851
752564,44,6510.365,1388.0066,5,1017.1561,1739.9133,696,EZH2,ENST00000350995
413353,22,6706.89,1382.9639,5,984.83813,1693.2214,707,NCAM1,ENST00000316851
408113,22,6695.133,1284.8124,4,875.9727,784.4109,707,NCAM1,ENST00000316851
714360,40,6628.4326,1309.4305,2,258.37686,1012.3568,707,NNAT,ENST00000346199
815065,45,6748.9326,1360.5702,3,1374.1195,1485.8723,707,CD74,ENST00000353334
722632,40,6698.575,1273.3967,4,907.8469,678.71063,707,NNAT,ENST00000346199
163561,9,6764.5215,1316.9592,1,1518.4589,1082.0669,707,EGFR,ENST00000275493
812765,48,6573.6367,1271.42,5,1603.005,660.4079,696,SRC,ENST00000358208
608048,34,6573.973,1446.3163,1,1606.1178,427.8167,697,MEIS2,ENST00000340545
304198,18,6595.994,1291.6305,1,1810.0181,847.5425,696,COL1A2,ENST00000297268
399791,22,6764.495,1394.3229,1,1518.2157,1798.397,707,NCAM1,ENST00000316851
699977,39,6664.101,1477.0591,1,588.64075,712.4722,706,SEMA6A,ENST00000343348
566224,32,6635.105,1286.9283,6,320.15665,804.0037,707,PTCH1,ENST00000331920
414575,22,6567.122,1419.7664,0,1542.6842,181.9846,697,NCAM1,ENST00000316851
724868,40,6697.9194,1372.9927,4,901.7736,1600.8958,707,NNAT,ENST00000346199
597195,34,6764.404,1336.8463,3,1517.3704,1266.2073,707,MEIS2,ENST00000340545
422763,22,6550.262,1421.7037,2,1386.575,199.92274,697,NCAM1,ENST00000316851
730587,40,6742.272,1222.762,6,1312.4475,209.871,707,NNAT,ENST00000346199
384221,22,6503.955,1214.281,3,957.8023,131.34264,696,NCAM1,ENST00000316851
328212,18,6655.9824,1347.4453,3,513.4664,1364.3464,707,COL1A2,ENST00000297268
417324,22,6755.1304,1398.6261,6,1431.505,1838.2417,707,NCAM1,ENST00000316851
529484,32,6595.1553,1269.0673,3,1802.2489,638.6233,696,PTCH1,ENST00000331920
475991,28,6572.1504,1247.4452,4,1589.2437,438.41898,696,IGDCC3,ENST00000327987
537461,31,6735.5566,1237.5504,1,1250.267,346.80115,707,CNTN2,ENST00000331830
555004,32,6695.6562,1370.5663,1,880.8209,1578.4291,707,PTCH1,ENST00000331920
792560,47,6505.3276,1366.2644,2,970.5145,1538.5972,696,DLL3,ENST00000356433
632111,38,6511.8926,1379.2046,5,1031.3011,1658.4137,696,APOD,ENST00000343267
666794,38,6746.6367,1346.5653,4,1352.8591,1356.1979,707,APOD,ENST00000343267
652685,38,6697.0054,1309.5612,0,893.3099,1013.56635,707,APOD,ENST00000343267
902795,49,6768.134,1463.6464,3,1551.9066,588.2804,706,HLA-DRB1,ENST00000360004
310827,17,6537.5093,1412.9854,0,1268.4927,119.1968,697,HHIP,ENST00000296575
308332,17,6796.5024,1399.9669,5,1814.5786,1850.6572,707,HHIP,ENST00000296575
324565,18,6676.4336,1406.0776,2,702.8333,1907.238,707,COL1A2,ENST00000297268
380216,22,6523.2954,1359.7148,1,1136.8828,1477.9525,696,NCAM1,ENST00000316851
655985,38,6525.4326,1201.0507,1,1156.6715,1860.8395,695,APOD,ENST00000343267
377426,22,6526.728,1369.3953,0,1168.6652,1567.5859,696,NCAM1,ENST00000316851
710052,40,6710.4224,1309.6576,1,1017.54065,1014.4591,707,NNAT,ENST00000346199
663214,38,6742.837,1354.334,3,1317.6785,1428.1296,707,APOD,ENST00000343267
748140,40,6774.107,1493.7667,4,1607.2157,867.17316,706,NNAT,ENST00000346199
632808,38,6573.3013,1222.5717,6,1599.897,208.1085,696,APOD,ENST00000343267
122500,6,6638.86,1285.7198,6,354.92432,792.81433,707,PDGFRA,ENST00000257290
662297,38,6686.944,1299.7859,3,800.14746,923.05524,707,APOD,ENST00000343267
380719,22,6549.0728,1389.2412,1,1375.5624,1751.3456,696,NCAM1,ENST00000316851
718500,40,6705.1655,1297.8789,3,968.8686,905.398,707,NNAT,ENST00000346199
70179,4,6698.957,1333.9408,4,911.38116,1239.304,707,CDKN1A,ENST00000244741
689334,39,6705.507,1283.9537,3,972.02783,776.4608,707,SEMA6A,ENST00000343348
393242,22,6524.4365,1393.2253,5,1147.4463,1788.2352,696,NCAM1,ENST00000316851
508764,31,6594.9683,1410.6033,0,1800.5187,1949.1423,696,CNTN2,ENST00000331830
415155,22,6703.252,1475.39,6,951.15,697.01855,706,NCAM1,ENST00000316851
669453,40,6610.2065,1250.2897,3,1941.6151,464.75647,696,NNAT,ENST00000346199
320928,18,6762.2207,1251.8273,2,1497.1567,478.99362,707,COL1A2,ENST00000297268
708340,39,6578.2163,1442.0013,5,1645.4073,387.86407,697,SEMA6A,ENST00000343348
545832,31,6787.32,1490.1166,1,1729.556,833.37476,706,CNTN2,ENST00000331830
304112,17,6760.2314,1247.5924,4,1478.7358,439.78198,707,HHIP,ENST00000296575
270949,14,6629.6294,1228.2406,4,269.4581,260.5989,707,IGFBP7,ENST00000295666
211162,11,6509.265,1430.8959,3,1006.97253,285.03586,697,DRAXIN,ENST00000294485
693636,39,6659.3325,1304.9285,4,544.4895,970.67163,707,SEMA6A,ENST00000343348
603375,34,6670.8154,1254.2987,5,650.8128,501.8771,707,MEIS2,ENST00000340545
405012,22,6670.5254,1309.5112,3,648.12354,1013.10406,707,NCAM1,ENST00000316851
210913,11,6578.779,1415.9005,3,1650.616,146.1892,697,DRAXIN,ENST00000294485
398143,22,6686.991,1293.3633,1,800.5859,863.5859,707,NCAM1,ENST00000316851
666010,38,6700.367,1302.2933,4,924.4389,946.2724,707,APOD,ENST00000343267
211671,11,6730.724,1476.605,2,1205.5221,708.26825,706,DRAXIN,ENST00000294485
613943,34,6753.9453,1441.5912,6,1420.53,384.06653,706,MEIS2,ENST00000340545
667085,38,6615.3545,1362.9005,4,137.28436,1507.45,707,APOD,ENST00000343267
701806,40,6550.93,1202.904,1,1392.7588,1878,695,NNAT,ENST00000346199
83100,4,6674.7524,1423.7262,6,687.2649,218.649,706,CDKN1A,ENST00000244741
416826,22,6660.6216,1374.8044,6,556.42163,1617.6707,707,NCAM1,ENST00000316851
560930,32,6750.3823,1260.6295,4,1387.5417,560.49634,707,PTCH1,ENST00000331920
814159,45,6745.5024,1286.8324,3,1342.3588,803.11523,707,CD74,ENST00000353334
532101,32,6562.3184,1280.0874,4,1498.2034,740.6616,696,PTCH1,ENST00000331920
411624,22,6796.505,1286.2972,5,1814.6017,798.1602,707,NCAM1,ENST00000316851
832716,45,6526.618,1490.7026,6,1167.6493,838.80206,697,CD74,ENST00000353334
436464,22,6603.8237,1459.7421,5,1882.5142,552.1294,697,NCAM1,ENST00000316851
539045,31,6771.877,1377.0809,1,1586.564,1638.7495,707,CNTN2,ENST00000331830
732349,40,6772.0054,1497.7019,1,1587.7538,903.6096,706,NNAT,ENST00000346199
334228,19,6632.055,1430.4917,0,291.92163,281.29266,706,TRIM9,ENST00000298355
316435,18,6713.685,1254.5614,1,1047.7505,504.30997,707,COL1A2,ENST00000297268
840148,45,6764.7383,1425.708,5,1520.4675,237,706,CD74,ENST00000353334
377160,22,6533.1914,1352.5391,0,1228.513,1411.5107,696,NCAM1,ENST00000316851
643827,39,6536.267,1345.2253,2,1256.989,1343.7902,696,SEMA6A,ENST00000343348
860673,47,6551.362,1470.42,3,1396.7546,651,697,DLL3,ENST00000356433
332416,18,6716.515,1322.7621,4,1073.956,1135.7971,707,COL1A2,ENST00000297268
252226,13,6769.67,1437.9001,5,1566.131,349.89023,706,RFTN2,ENST00000295049
561082,31,6595.166,1422.184,2,1802.3494,204.3695,697,CNTN2,ENST00000331830
809584,45,6702.453,1295.6807,1,943.75354,885.04333,707,CD74,ENST00000353334
322017,19,6516.3965,1342.257,0,1073.003,1316.306,696,TRIM9,ENST00000298355
705672,40,6701.659,1302.0525,0,936.4035,944.04236,707,NNAT,ENST00000346199
693970,39,6673.248,1323.216,4,673.3359,1140,707,SEMA6A,ENST00000343348
217014,11,6756.337,1227.6157,3,1442.6744,254.81323,707,DRAXIN,ENST00000294485
383946,22,6510.5938,1399.659,2,1019.27423,1847.8068,696,NCAM1,ENST00000316851
700720,39,6780.8657,1262.7894,6,1669.7946,580.4949,707,SEMA6A,ENST00000343348
795948,44,6778.864,1391.9226,2,1651.2566,1776.1731,707,EZH2,ENST00000350995
555037,32,6651.026,1373.8754,1,467.5744,1609.0684,707,PTCH1,ENST00000331920
809200,45,6719.8433,1274.2418,1,1104.7723,686.53546,707,CD74,ENST00000353334
171825,9,6784.5825,1457.716,6,1704.2104,533.3696,706,EGFR,ENST00000275493
647724,39,6559.25,1386.2561,3,1469.7941,1723.7048,696,SEMA6A,ENST00000343348
836325,45,6769.2144,1426.407,3,1561.9138,243.47122,706,CD74,ENST00000353334
781189,46,6549.8896,1364.4364,4,1383.1251,1521.6707,696,C5AR1,ENST00000355085
573886,32,6781.348,1481.861,5,1674.2612,756.9345,706,PTCH1,ENST00000331920
327198,17,6502.9067,1498.7488,6,948.0978,913.30255,697,HHIP,ENST00000296575
701366,39,6742.062,1293.7545,6,1310.4998,867.2094,707,SEMA6A,ENST00000343348
734347,40,6710.7065,1378.7968,6,1020.17346,1654.6373,707,NNAT,ENST00000346199
715902,40,6620.916,1378.5992,2,188.7802,1652.8087,707,NNAT,ENST00000346199
819451,45,6534.5425,1447.1272,2,1241.0208,435.3248,697,CD74,ENST00000353334
416951,22,6778.028,1380.6365,6,1643.5171,1671.6718,707,NCAM1,ENST00000316851
512221,31,6586.504,1340.8854,2,1722.1451,1303.6056,696,CNTN2,ENST00000331830
681838,40,6500.825,1343.0138,6,928.8249,1323.313,696,NNAT,ENST00000346199
657471,39,6591.848,1393.8016,6,1771.6272,1793.5709,696,SEMA6A,ENST00000343348
680736,39,6527.919,1202.0027,2,1179.6898,1869.6544,695,SEMA6A,ENST00000343348
72709,4,6501.3936,1411.452,6,934.0851,105,697,CDKN1A,ENST00000244741
821660,44,6735.4136,1477.7444,3,1248.9417,718.81805,706,EZH2,ENST00000350995
444530,25,6739.3027,1250.2169,1,1284.9517,464.08347,707,CD37,ENST00000323906
658488,38,6728.684,1279.2991,2,1186.6299,733.362,707,APOD,ENST00000343267
831050,45,6713.642,1479.8495,0,1047.3542,738.30994,706,CD74,ENST00000353334
576607,32,6733.671,1498.4213,6,1232.8046,910.27045,706,PTCH1,ENST00000331920
638366,39,6523.9663,1382.5918,0,1143.0936,1689.7762,696,SEMA6A,ENST00000343348
651805,38,6627.699,1249.1707,0,251.58809,454.39523,707,APOD,ENST00000343267
407846,22,6660.545,1482.0452,4,555.71375,758.63965,706,NCAM1,ENST00000316851
758066,40,6712.9873,1460.1956,6,1041.2893,556.3287,706,NNAT,ENST00000346199
857710,48,6714.0527,1363.42,1,1051.158,1512.2596,707,SRC,ENST00000358208
735225,40,6554.511,1477.9324,5,1425.9181,720.5579,697,NNAT,ENST00000346199
325705,18,6789.138,1455.7751,5,1746.3916,515.39844,706,COL1A2,ENST00000297268
681508,39,6626.9053,1286.8993,1,244.23741,803.7345,707,SEMA6A,ENST00000343348
603461,34,6789.3306,1258.1965,5,1748.1731,537.9687,707,MEIS2,ENST00000340545
797243,44,6753.2593,1295.6901,3,1414.1809,885.1308,707,EZH2,ENST00000350995
819977,45,6738.8843,1402.0795,5,1281.0798,1870.2175,707,CD74,ENST00000353334
658055,38,6721.7676,1255.106,2,1122.5916,509.35226,707,APOD,ENST00000343267
401340,22,6774.2295,1290.2,2,1608.3488,834.2968,707,NCAM1,ENST00000316851
662079,38,6756.422,1289.4886,3,1443.4652,827.70984,707,APOD,ENST00000343267
303350,18,6501.4204,1227.471,1,934.3358,253.47209,696,COL1A2,ENST00000297268
396800,22,6660.4565,1475.7848,1,554.8935,700.67316,706,NCAM1,ENST00000316851
724296,40,6533.0513,1206.4941,6,1227.2146,1911.242,695,NNAT,ENST00000346199
291930,17,6555.6294,1244.9705,4,1436.2688,415.50467,696,HHIP,ENST00000296575
275199,14,6760.463,1382.0591,6,1480.8788,1684.8436,707,IGFBP7,ENST00000295666
307658,18,6576.5957,1340.2623,2,1630.404,1297.8368,696,COL1A2,ENST00000297268
5525,0,6758.98,1289.6482,3,1467.1481,829.1871,707,CD4,ENST00000011653
2760208,165,6629.737,1351.7168,1,270.45288,1403.8962,707,Blank-26,Blank-26
624794,38,6587.7334,1257.9092,3,1733.5282,535.3074,696,APOD,ENST00000343267
831704,45,6533.4585,1443.2532,6,1230.9836,399.45428,697,CD74,ENST00000353334
72730,4,6722.7534,1231.0488,6,1131.7192,286.6005,707,CDKN1A,ENST00000244741
851250,47,6684.8027,1219.2192,6,780.3229,177.06697,707,DLL3,ENST00000356433
727193,40,6628.621,1279.5074,5,260.12308,735.29205,707,NNAT,ENST00000346199
47309,2,6681.7437,1461.0605,4,752,564.3378,706,EPHA8,ENST00000166244
797116,44,6789.659,1285.5808,3,1751.2168,791.52686,707,EZH2,ENST00000350995
562222,32,6688.0566,1495.2915,0,810.45215,881.29095,706,PTCH1,ENST00000331920
441285,22,6514.9346,1474.8279,6,1059.466,691.8131,697,NCAM1,ENST00000316851
320474,18,6530.1396,1403.1127,6,1200.2538,1879.7849,696,COL1A2,ENST00000297268
302151,17,6798.4307,1282.5247,3,1832.4354,763.2289,707,HHIP,ENST00000296575
365097,20,6657.619,1213.6836,2,528.62103,125.811905,707,ATOH1,ENST00000306011
816371,45,6794.646,1282.7401,4,1797.3895,765.2242,707,CD74,ENST00000353334
703114,39,6689.2847,1375.6417,6,821.82416,1625.4243,707,SEMA6A,ENST00000343348
699397,39,6645.3184,1394.5836,5,414.72888,1800.8118,707,SEMA6A,ENST00000343348
274386,14,6628.9707,1278.4647,6,263.35785,725.6366,707,IGFBP7,ENST00000295666
389114,22,6516.459,1340.7141,4,1073.5829,1302.0203,696,NCAM1,ENST00000316851
311610,18,6524.839,1406.1328,3,1151.1727,1907.7491,696,COL1A2,ENST00000297268
377921,22,6581.0366,1397.4374,0,1671.5231,1827.235,696,NCAM1,ENST00000316851
629937,38,6588.006,1224.9792,5,1736.053,230.40094,696,APOD,ENST00000343267
163507,9,6779.563,1442.1886,1,1657.7322,389.59747,706,EGFR,ENST00000275493
329252,18,6661.2935,1396.3793,3,562.6431,1817.4381,707,COL1A2,ENST00000297268
710798,40,6517.252,1206.3857,3,1080.9249,1910.2385,695,NNAT,ENST00000346199
688009,39,6737.5,1215.6566,3,1268.26,144.07996,707,SEMA6A,ENST00000343348
673394,38,6623.9077,1274.2827,6,216.47952,686.91504,707,APOD,ENST00000343267
345481,18,6651.891,1201.1266,6,475.58594,1861.5424,708,COL1A2,ENST00000297268
738276,44,6584.3076,1259.0153,1,1701.8115,545.5495,696,EZH2,ENST00000350995
65144,4,6731.966,1355.9069,1,1217.02,1442.6932,707,CDKN1A,ENST00000244741
396504,22,6615.2715,1386.2539,0,136.5158,1723.6849,707,NCAM1,ENST00000316851
548172,29,6509.127,1493.6495,6,1005.6903,866.08795,697,VTCN1,ENST00000328189
719548,40,6712.8257,1341.006,3,1039.797,1304.723,707,NNAT,ENST00000346199
373925,20,6573.511,1444.4591,0,1601.8406,410.6211,697,ATOH1,ENST00000306011
319119,18,6629.109,1369.0068,1,264.63956,1563.9899,707,COL1A2,ENST00000297268
814272,45,6613.9336,1294.2294,3,124.12528,871.6062,707,CD74,ENST00000353334
548925,31,6769.9937,1251.9961,6,1569.1262,480.5572,707,CNTN2,ENST00000331830
409045,22,6626.7817,1339.2266,4,243.08946,1288.2463,707,NCAM1,ENST00000316851
758155,40,6712.824,1462.6599,6,1039.7795,579.14685,706,NNAT,ENST00000346199
661993,38,6673.5117,1284.7002,3,675.7747,783.3731,707,APOD,ENST00000343267
671624,38,6639.4243,1495.0383,2,360.1505,878.94666,706,APOD,ENST00000343267
413801,22,6790.1543,1404.9299,5,1755.8025,1896.6106,707,NCAM1,ENST00000316851
298153,17,6776.762,1333.8567,1,1631.7988,1238.5254,707,HHIP,ENST00000296575
423761,23,6686.444,1481.2875,5,795.5187,751.6242,706,TULP1,ENST00000322263
395927,22,6766.4844,1420.7794,1,1536.6333,191.36446,706,NCAM1,ENST00000316851
808514,45,6725.4956,1216.5889,1,1157.1102,152.71169,707,CD74,ENST00000353334
408112,22,6786.824,1284.6385,4,1724.9658,782.8014,707,NCAM1,ENST00000316851
536178,31,6756.56,1335.8527,0,1444.7435,1257.0068,707,CNTN2,ENST00000331830
697534,40,6539.063,1207.2731,0,1282.879,1918.4541,695,NNAT,ENST00000346199
686228,39,6788.542,1327.4218,2,1740.8718,1178.9421,707,SEMA6A,ENST00000343348
318543,18,6778.8994,1210.0916,0,1651.5889,1944.5509,708,COL1A2,ENST00000297268
511575,31,6607.1855,1277.6088,2,1913.6415,717.71124,696,CNTN2,ENST00000331830
859456,48,6615.3066,1302.847,2,136.8395,951.3989,707,SRC,ENST00000358208
819052,45,6770.4463,1302.4299,5,1573.3179,947.53735,707,CD74,ENST00000353334
656116,38,6651.9146,1334.1848,1,475.801,1241.5632,707,APOD,ENST00000343267
675449,38,6687.695,1374.5376,6,807.1034,1615.2004,707,APOD,ENST00000343267
216752,11,6616.837,1446.8451,4,151.01097,432.7129,706,DRAXIN,ENST00000294485
725239,40,6716.382,1386.918,4,1072.7216,1729.834,707,NNAT,ENST00000346199
731712,40,6735.1445,1473.834,1,1246.4509,682.61017,706,NNAT,ENST00000346199
336068,18,6733.426,1261.3828,5,1230.5376,567.4709,707,COL1A2,ENST00000297268
666029,40,6567.4346,1267.6703,2,1545.577,625.6885,696,NNAT,ENST00000346199
647509,39,6567.4565,1373.8428,3,1545.7808,1608.7668,696,SEMA6A,ENST00000343348
776299,46,6565.954,1389.1208,2,1531.8684,1750.2306,696,C5AR1,ENST00000355085
511449,31,6560.4985,1265.6486,2,1481.353,606.96857,696,CNTN2,ENST00000331830
392868,22,6573.0425,1372.4215,5,1597.5004,1595.6074,696,NCAM1,ENST00000316851
402836,22,6787.8486,1376.9473,2,1734.4539,1637.5127,707,NCAM1,ENST00000316851
858058,47,6553.7534,1430.9503,2,1418.9005,285.53946,697,DLL3,ENST00000356433
694493,39,6791.296,1348.6711,4,1766.3717,1375.6965,707,SEMA6A,ENST00000343348
757919,40,6725.2363,1455.2799,6,1154.7097,510.8136,706,NNAT,ENST00000346199
197016,11,6557.5176,1373.725,1,1453.7522,1607.6766,696,DRAXIN,ENST00000294485
406218,22,6638.5635,1377.136,3,352.18317,1639.2599,707,NCAM1,ENST00000316851
310293,17,6668.1343,1348.2806,6,625.9849,1372.081,707,HHIP,ENST00000296575
412382,22,6747.9697,1328.9949,5,1365.2008,1193.5088,707,NCAM1,ENST00000316851
513885,31,6584.828,1288.7637,3,1706.627,820.99756,696,CNTN2,ENST00000331830
701966,40,6525.217,1209.9943,1,1154.6724,1943.6509,695,NNAT,ENST00000346199
316687,18,6792.6973,1262.434,1,1779.3477,577.2036,707,COL1A2,ENST00000297268
344470,18,6751.92,1371.8654,6,1401.7805,1590.4578,707,COL1A2,ENST00000297268
807915,48,6590.213,1230.6877,3,1756.4888,283.2572,696,SRC,ENST00000358208
331068,18,6613.804,1487.5631,6,122.9314,809.7314,706,COL1A2,ENST00000297268
737594,40,6744.2827,1498.8611,2,1331.0643,914.3428,706,NNAT,ENST00000346199
411026,22,6708.124,1250.7913,5,996.2621,469.4007,707,NCAM1,ENST00000316851
821848,45,6644.415,1341.2511,6,406.36337,1306.9923,707,CD74,ENST00000353334
404807,22,6701.1196,1296.0122,3,931.4067,888.11383,707,NCAM1,ENST00000316851
321917,18,6662.31,1487.4229,4,572.0567,808.43365,706,COL1A2,ENST00000297268
585568,34,6629.227,1331.1133,0,265.7338,1213.1234,707,MEIS2,ENST00000340545
686991,38,6574.073,1475.6636,6,1607.0481,699.55066,697,APOD,ENST00000343267
452399,23,6565.0483,1460.0082,4,1523.4811,554.59406,697,TULP1,ENST00000322263
672035,40,6549.164,1391.3518,3,1376.4053,1770.8881,696,NNAT,ENST00000346199
516873,31,6511.85,1362.3768,4,1030.9049,1502.6006,696,CNTN2,ENST00000331830
682480,40,6534.4873,1370.4733,6,1240.5114,1577.5681,696,NNAT,ENST00000346199
694772,39,6781.3403,1439.0055,0,1674.1904,360.1242,706,SEMA6A,ENST00000343348
423147,22,6546.1006,1440.805,2,1348.0419,376.78687,697,NCAM1,ENST00000316851
340169,18,6711.43,1223.4182,6,1026.8722,215.94743,707,COL1A2,ENST00000297268
273032,14,6789.6562,1301.2288,5,1751.1901,936.4147,707,IGFBP7,ENST00000295666
717632,40,6792.549,1256.1389,3,1777.972,518.9164,707,NNAT,ENST00000346199
861962,48,6793.092,1306.5228,3,1783,985.43365,707,SRC,ENST00000358208
294551,17,6742.3994,1443.2085,3,1313.627,399.04153,706,HHIP,ENST00000296575
414163,22,6738.469,1225.791,6,1277.2345,237.9176,707,NCAM1,ENST00000316851
870473,47,6660.2803,1427.4161,2,553.26355,252.8151,706,DLL3,ENST00000356433
267030,14,6731.992,1269.922,1,1217.2631,646.53784,707,IGFBP7,ENST00000295666
110456,6,6744.809,1345.8535,3,1335.9379,1349.6067,707,PDGFRA,ENST00000257290
658323,38,6652.528,1268.2656,2,481.4813,631.2011,707,APOD,ENST00000343267
700847,39,6546.529,1434.3876,3,1352.0065,317.3663,697,SEMA6A,ENST00000343348
692200,39,6705.4844,1228.2855,4,971.819,261.01498,707,SEMA6A,ENST00000343348
2749372,164,6696.99,1244.9944,5,893.17017,415.7266,707,Blank-25,Blank-25
687338,39,6792.817,1383.4159,2,1780.456,1697.4073,707,SEMA6A,ENST00000343348
314923,18,6572.664,1227.6003,5,1594,254.66994,696,COL1A2,ENST00000297268
718223,40,6783.546,1286.3478,3,1694.6115,798.6279,707,NNAT,ENST00000346199
311981,18,6586.735,1225.8167,4,1724.286,238.155,696,COL1A2,ENST00000297268
63258,4,6643.889,1330.644,0,401.49203,1208.7788,707,CDKN1A,ENST00000244741
136723,8,6759.231,1321.2256,0,1469.4735,1121.5703,707,FCGR2A,ENST00000271450
333238,18,6698.6265,1352.3252,4,908.319,1409.53,707,COL1A2,ENST00000297268
342105,18,6653.39,1287.19,6,489.46448,806.42633,707,COL1A2,ENST00000297268
504699,28,6638.0093,1220.6884,5,347.0487,190.67055,707,IGDCC3,ENST00000327987
396596,22,6738.1084,1391.6322,0,1273.8958,1773.4841,707,NCAM1,ENST00000316851
677769,39,6717.938,1299.0897,0,1087.1324,916.6092,707,SEMA6A,ENST00000343348
400669,22,6716.6333,1491.621,2,1075.0522,847.30426,706,NCAM1,ENST00000316851
369678,20,6791.0947,1326.1733,3,1764.5098,1167.3832,707,ATOH1,ENST00000306011
355403,20,6523.11,1403.7944,5,1135.164,1886.0972,696,ATOH1,ENST00000306011
638399,39,6526.516,1384.3688,0,1166.7028,1706.2292,696,SEMA6A,ENST00000343348
295700,17,6597.6084,1309.0139,5,1824.9647,1008.5002,696,HHIP,ENST00000296575
673313,38,6629.8716,1269.9143,6,271.70108,646.46674,707,APOD,ENST00000343267
643637,37,6738.876,1243.4725,2,1281,401.63455,707,PPP1R17,ENST00000342032
654435,38,6633.0176,1232.8926,1,300.82947,303.6723,707,APOD,ENST00000343267
317157,18,6643.2114,1285.182,1,395.21722,787.8341,707,COL1A2,ENST00000297268
676706,40,6564.471,1244.2725,5,1518.1366,409.042,696,NNAT,ENST00000346199
531696,32,6558.7085,1242.5225,4,1464.7799,392.83817,696,PTCH1,ENST00000331920
562330,32,6626.861,1377.847,4,243.82352,1645.8436,707,PTCH1,ENST00000331920
347653,19,6770.5938,1245.1578,1,1574.6836,417.23972,707,TRIM9,ENST00000298355
843354,47,6740.8228,1331.377,1,1299.0273,1215.5648,707,DLL3,ENST00000356433
116175,6,6669.715,1408.7819,4,640.6222,1932.2771,707,PDGFRA,ENST00000257290
684927,39,6673.919,1258.6638,2,679.54614,542.2951,707,SEMA6A,ENST00000343348
303786,18,6570.401,1257.1097,1,1573.0446,527.9055,696,COL1A2,ENST00000297268
408883,22,6679.572,1330.4052,4,731.88873,1206.5668,707,NCAM1,ENST00000316851
820063,45,6743.964,1410.615,5,1328.1128,1949.2509,707,CD74,ENST00000353334
686905,39,6517.3105,1202.2104,4,1081.4675,1871.5782,695,SEMA6A,ENST00000343348
834720,45,6767.532,1466.4258,2,1546.3373,614.01556,706,CD74,ENST00000353334
